customer_id,card_tenure,risk_score,num_promoted,avg_bal,geo_group,res_type,
SB0000098063,87,688,0,2878,N,CO,
SB0000064777,83,693,0,3475,N,CO,
SB0000056432,147,711,0,2740,E,CO,
SB0000083629,242,740,0,3786,SE,SI,
SB0000017768,246,760,0,3933,SE,SI,
SB0000139496,87,685,0,2701,N,CO,
SB0000057686,139,670,0,2613,E,CO,
SB0000137751,32,738,0,3831,W,SI,
SB0000089116,119,651,0,3478,N,CN,
SB0000039394,52,520,0,3721,W,TO,
SB0000082983,119,686,0,1609,N,CO,
SB0000033370,159,594,0,3342,E,RE,
SB0000065848,159,760,0,3852,E,SI,
SB0000043538,186,621,0,3320,E,CN,
SB0000053774,246,520,0,3465,SE,TO,
SB0000135350,83,689,0,2684,N,CO,
SB0000097544,139,542,0,9923,,TO,
SB0000018183,190,600,0,3823,E,RE,
SB0000051049,60,725,0,3321,W,SI,
SB0000108066,99,686,0,3587,N,CO,
SB0000041602,139,588,0,2719,E,RE,
SB0000040398,135,714,0,1007,E,CO,
SB0000132997,214,656,0,3585,SE,CO,
SB0000067414,147,635,0,3764,E,CN,
SB0000103920,210,623,0,,SE,CN,
SB0000132798,135,691,0,2890,E,CO,
SB0000058062,167,709,0,3764,E,CO,
SB0000133318,186,520,0,4073,E,TO,
SB0000116600,60,682,0,2819,,CO,
SB0000077405,198,732,0,3795,E,SI,
SB0000047318,238,759,0,2436,SE,SI,
SB0000019984,24,704,0,3852,W,CO,
SB0000148879,179,595,0,3286,E,RE,
SB0000072521,206,760,0,2967,SE,SI,
SB0000116711,234,759,0,3188,SE,SI,
SB0000050798,83,659,0,2746,N,CO,
SB0000145542,155,674,0,3685,E,CO,
SB0000140305,127,676,0,2011,E,CO,
SB0000129770,111,561,0,3189,,RE,
SB0000145289,127,685,0,2581,E,CO,
SB0000092688,182,760,0,3498,E,SI,
SB0000034150,147,657,0,3469,E,CO,
SB0000105897,32,756,0,3764,W,SI,
SB0000125896,218,760,0,2336,SE,SI,
SB0000136726,226,660,0,3658,SE,CO,
SB0000141996,131,646,0,2397,E,CN,
SB0000113789,63,636,0,3056,W,CN,
SB0000146717,143,644,0,3075,E,CN,
SB0000098741,119,702,0,3053,N,CO,
SB0000070049,60,757,0,2229,W,SI,
SB0000018130,111,698,0,3425,N,,
SB0000065295,119,685,0,3587,N,CO,
SB0000082107,159,689,0,3233,E,CO,
SB0000015873,40,646,0,4100,W,CN,
SB0000067262,147,520,0,-132,E,TO,
SB0000041171,147,639,0,3540,E,CN,
SB0000099197,143,707,0,3523,E,CO,
SB0000101778,171,759,0,3056,E,SI,
SB0000018956,40,712,0,3693,W,CO,
SB0000103835,75,608,0,3028,N,RE,
SB0000099589,147,535,0,3675,E,TO,
SB0000028856,171,731,0,2451,E,SI,
SB0000143816,139,683,0,3338,E,CO,
SB0000099379,135,730,0,3416,E,SI,
SB0000080867,123,703,0,3210,E,CO,
SB0000091359,147,707,0,-132,E,CO,
SB0000077655,206,760,0,3551,,SI,
SB0000117499,79,580,0,3912,N,RE,
SB0000076300,143,641,0,3617,E,CN,
SB0000013923,179,635,0,3622,E,CN,
SB0000082682,67,728,0,3113,W,SI,
SB0000094235,139,520,0,1627,E,TO,
SB0000148709,159,520,0,2559,E,TO,
SB0000044089,230,728,0,2878,SE,SI,
SB0000141849,190,684,0,3360,E,CO,
SB0000029640,246,721,0,3705,SE,CO,
SB0000061654,218,696,0,4073,,CO,
SB0000073555,87,703,0,4098,N,CO,
SB0000108403,226,725,0,3425,SE,SI,
SB0000076289,44,755,0,3764,W,SI,
SB0000107881,171,634,0,3321,E,CN,
SB0000060489,83,758,0,3557,N,SI,
SB0000039073,99,605,0,2347,N,RE,
SB0000051881,585,751,0,3631,W,SI,
SB0000031344,194,758,0,3852,E,SI,
SB0000110349,214,658,0,2914,SE,CO,
SB0000092627,198,757,0,3557,E,SI,
SB0000148386,131,721,0,3675,E,CO,
SB0000060050,87,677,0,2631,N,CO,
SB0000073911,179,757,0,3365,E,SI,
SB0000111704,179,613,0,3218,E,RE,
SB0000076474,210,520,0,2636,SE,TO,
SB0000136469,115,689,0,2318,N,CO,
SB0000107545,175,670,0,2347,E,CO,
SB0000034369,107,723,0,3638,N,CO,
SB0000090994,24,677,0,4035,W,CO,
SB0000067072,67,741,0,3652,W,SI,
SB0000046787,16,520,0,796,W,TO,
SB0000140634,,729,0,3983,W,SI,
SB0000133273,87,752,0,3631,N,SI,
SB0000064548,167,520,0,2460,E,TO,
SB0000064183,63,520,0,3690,W,TO,
SB0000036213,83,520,0,3870,,TO,
SB0000060283,60,720,0,2785,W,CO,
SB0000044010,167,722,0,3950,E,CO,
SB0000032423,222,520,0,1282,SE,TO,
SB0000071081,147,645,0,3410,E,CN,
SB0000097406,175,706,0,3556,E,CO,
SB0000022964,48,680,0,3640,W,CO,
SB0000013405,119,746,0,2376,N,SI,
SB0000131629,95,744,0,3355,N,SI,
SB0000126110,115,669,0,3262,N,CO,
SB0000122013,167,520,0,4109,E,TO,
SB0000144592,103,656,0,3188,N,CO,
SB0000072188,87,664,0,3512,N,CO,
SB0000105034,226,520,0,2878,SE,TO,
SB0000018249,163,671,0,1344,E,CO,
SB0000086737,119,715,0,3906,N,CO,
SB0000149136,190,712,0,3681,E,,
SB0000025320,87,685,0,3417,N,CO,
SB0000075969,119,657,0,2819,N,CO,
SB0000126978,179,641,0,2889,E,CN,
SB0000078966,179,647,0,3162,E,CN,
SB0000058646,159,749,0,3279,E,SI,
SB0000148962,218,757,0,3975,SE,SI,
SB0000069205,190,715,0,2701,E,CO,
SB0000050035,171,661,0,3782,E,CO,
SB0000023121,159,693,0,2229,E,CO,
SB0000025814,175,597,0,3167,E,RE,
SB0000140752,52,682,0,2512,W,CO,
SB0000091300,48,633,0,3793,W,CN,
SB0000128234,111,673,0,2732,N,CO,
SB0000014241,147,520,0,3528,E,TO,
SB0000012383,52,748,0,2657,W,SI,
SB0000047163,127,760,0,3233,E,SI,
SB0000020564,246,520,0,2710,SE,TO,
SB0000094299,214,652,0,3557,SE,CO,
SB0000021262,75,681,0,3303,N,CO,
SB0000057029,175,638,0,3782,E,CN,
SB0000041637,202,731,0,2524,SE,SI,
SB0000017592,56,520,0,3994,W,TO,
SB0000134197,246,520,0,2441,SE,TO,
SB0000130137,48,688,0,2613,W,CO,
SB0000124581,115,520,0,717,N,TO,
SB0000073755,36,690,0,3923,W,CO,
SB0000076858,135,520,0,3887,E,TO,
SB0000057361,71,520,0,3510,W,TO,
SB0000026693,147,520,0,2218,E,TO,
SB0000025722,214,520,0,3357,SE,TO,
SB0000111701,171,520,0,1308,E,TO,
SB0000135795,52,734,0,3188,W,SI,
SB0000086361,186,635,0,3115,E,CN,
SB0000055945,175,642,0,2583,E,CN,
SB0000124360,143,520,0,2109,E,TO,
SB0000114430,175,709,0,2259,E,CO,
SB0000070557,155,693,0,2377,E,CO,
SB0000132476,99,520,0,2599,N,TO,
SB0000084574,182,520,0,869,E,TO,
SB0000023877,167,696,0,2435,E,CO,
SB0000111893,246,759,0,2613,SE,SI,
SB0000041283,246,520,0,4079,SE,TO,
SB0000042173,127,717,0,3410,E,CO,
SB0000143384,202,685,0,3410,SE,CO,
SB0000125689,182,604,0,3513,E,RE,
SB0000061552,210,712,0,3764,SE,CO,
SB0000059652,198,699,0,3286,E,CO,
SB0000067554,99,722,0,3002,N,CO,
SB0000048197,87,678,0,3749,N,CO,
SB0000144799,186,707,0,4012,E,CO,
SB0000050173,,607,0,3551,W,RE,
SB0000142161,127,725,0,3410,E,SI,
SB0000078744,115,652,0,2819,N,CN,
SB0000025397,123,520,0,2266,E,TO,
SB0000017441,107,677,0,2471,N,CO,
SB0000091852,123,737,0,3365,,SI,
SB0000026179,210,697,0,3463,SE,CO,
SB0000032999,115,520,0,3587,N,TO,
SB0000083279,52,520,0,1968,W,TO,
SB0000040539,242,738,0,3498,SE,SI,
SB0000047725,234,704,0,3038,SE,CO,
SB0000105684,147,757,0,2849,E,SI,
SB0000142564,186,650,0,,E,CN,
SB0000045957,182,595,0,3741,E,RE,
SB0000027549,246,520,0,2931,SE,TO,
SB0000126044,182,597,0,3528,E,RE,
SB0000052656,167,749,0,3683,E,SI,
SB0000110448,131,732,0,1344,E,SI,
SB0000046432,163,597,0,3705,E,RE,
SB0000114901,48,654,0,3486,W,CO,
SB0000148722,226,745,0,3675,,SI,
SB0000019353,52,520,0,3984,W,TO,
SB0000042063,119,697,0,3631,N,CO,
SB0000110200,95,728,0,3410,N,SI,
SB0000069239,60,651,0,3439,W,CN,
SB0000094750,119,682,0,,N,CO,
SB0000129497,151,674,0,3886,E,CO,
SB0000092432,87,723,0,1592,N,CO,
SB0000139078,167,646,0,3490,E,CN,
SB0000046213,198,669,0,3019,E,CO,
SB0000045408,44,712,0,3728,W,CO,
SB0000138563,155,520,0,3718,E,TO,
SB0000115870,179,520,0,2887,E,,
SB0000030961,,520,0,3097,N,TO,
SB0000059503,246,760,0,2956,SE,SI,
SB0000086912,75,644,0,3542,N,CN,
SB0000122634,123,636,0,2789,E,CN,
SB0000019826,246,520,0,2011,SE,TO,
SB0000019938,87,599,0,3945,N,RE,
SB0000096996,179,520,0,9235,E,TO,
SB0000131361,103,656,0,2878,N,CO,
SB0000063738,151,698,0,3498,E,,
SB0000030922,238,665,0,3909,SE,CO,
SB0000147859,175,520,0,875,E,TO,
SB0000127861,230,645,0,3056,SE,CN,
SB0000075392,159,675,0,3870,E,CO,
SB0000067316,123,649,0,3941,E,CN,
SB0000015725,155,666,0,3325,E,CO,
SB0000043487,246,759,0,3675,SE,SI,
SB0000120522,159,654,0,1642,E,CO,
SB0000149976,159,685,0,1508,E,CO,
SB0000141988,131,727,0,3336,E,SI,
SB0000087721,95,520,0,2613,N,TO,
SB0000064819,,656,0,9182,W,CO,
SB0000058252,95,760,0,3521,N,SI,
SB0000054512,226,759,0,2631,SE,SI,
SB0000063293,226,557,0,3485,SE,RE,
SB0000150339,111,520,0,3317,N,TO,
SB0000107138,107,692,0,3060,N,CO,
SB0000025945,143,683,0,3336,,CO,
SB0000055722,83,681,0,,N,CO,
SB0000027855,135,520,0,2430,E,TO,
SB0000093431,56,520,0,2816,W,TO,
SB0000118177,407,520,0,3988,SE,TO,
SB0000148491,48,758,0,3801,W,SI,
SB0000072127,95,520,0,2927,N,TO,
SB0000043109,115,700,0,,N,CO,
SB0000024390,67,629,0,2328,W,CN,
SB0000095037,155,734,0,3109,E,SI,
SB0000024622,107,650,0,2949,N,CN,
SB0000069343,135,637,0,3324,E,CN,
SB0000047996,91,693,0,2613,N,CO,
SB0000120810,147,687,0,2995,E,CO,
SB0000116273,99,616,0,3197,N,RE,
SB0000033283,135,680,0,3343,E,CO,
SB0000112560,40,704,0,3764,W,CO,
SB0000016362,159,659,0,2085,E,CO,
SB0000051096,111,520,0,3230,N,TO,
SB0000089330,238,681,0,3693,SE,CO,
SB0000032726,60,716,0,3764,W,CO,
SB0000107915,198,520,0,996,E,TO,
SB0000100032,44,735,0,3324,W,SI,
SB0000133866,155,520,0,3913,E,TO,
SB0000033710,127,520,0,2326,E,TO,
SB0000056406,179,725,0,3440,E,SI,
SB0000046462,159,731,0,2170,E,SI,
SB0000098606,95,705,0,3100,N,CO,
SB0000055898,111,716,0,1270,N,CO,
SB0000113026,143,617,0,3835,E,CN,
SB0000097465,143,724,0,2072,E,SI,
SB0000040488,87,573,0,3026,N,RE,
SB0000103591,,690,0,3626,N,,
SB0000130532,147,697,0,2790,E,CO,
SB0000109797,163,574,0,3661,E,RE,
SB0000129835,210,520,0,2547,SE,TO,
SB0000050335,210,710,0,1871,SE,CO,
SB0000140244,91,603,0,3321,N,RE,
SB0000109119,143,665,0,2082,E,CO,
SB0000096124,83,745,0,3601,N,SI,
SB0000138608,99,693,0,2289,N,CO,
SB0000054459,75,520,0,3498,N,TO,
SB0000121721,194,606,0,2229,E,RE,
SB0000021801,40,520,0,3221,W,,
SB0000151088,103,588,0,3306,N,RE,
SB0000093950,44,727,0,2613,W,,
SB0000144730,163,758,0,2377,E,SI,
SB0000038322,123,751,0,2878,E,SI,
SB0000052878,103,520,0,3789,N,TO,
SB0000069572,171,740,0,3764,E,SI,
SB0000142535,60,760,0,4083,,SI,
SB0000079268,119,520,0,3246,N,TO,
SB0000090301,163,678,0,3389,E,CO,
SB0000061637,36,710,0,3950,W,CO,
SB0000135450,167,520,0,3613,,TO,
SB0000111896,,724,0,3020,N,SI,
SB0000033145,214,759,0,3233,SE,SI,
SB0000111953,135,669,0,3498,E,CO,
SB0000141319,115,760,0,2790,N,SI,
SB0000125046,167,655,0,3995,E,CO,
SB0000105326,246,703,0,3777,SE,CO,
SB0000150032,143,644,0,2545,E,CN,
SB0000135231,246,580,0,3693,SE,RE,
SB0000091134,71,637,0,3587,W,CN,
SB0000097156,214,595,0,,SE,RE,
SB0000108813,28,725,0,3908,W,SI,
SB0000126820,99,723,0,3711,N,CO,
SB0000139684,,620,0,3513,E,CN,
SB0000150403,127,669,0,2099,E,CO,
SB0000136664,107,643,0,2983,N,CN,
SB0000069273,83,562,0,,N,RE,
SB0000134885,91,760,0,3764,N,SI,
SB0000057659,123,759,0,7192,E,SI,
SB0000036318,60,666,0,2816,W,CO,
SB0000049217,179,520,0,1880,E,TO,
SB0000095724,147,656,0,2377,E,CO,
SB0000081331,143,640,0,3675,E,CN,
SB0000067198,214,680,0,3906,SE,CO,
SB0000111699,103,618,0,2672,N,CN,
SB0000087822,83,760,0,3233,N,SI,
SB0000104282,198,520,0,2701,E,TO,
SB0000096349,210,709,0,2967,SE,CO,
SB0000057888,40,733,0,3551,W,SI,
SB0000107588,,677,0,3385,W,CO,
SB0000034892,147,659,0,3951,E,CO,
SB0000149795,179,520,0,3909,E,TO,
SB0000044820,159,663,0,2244,E,CO,
SB0000032879,155,588,0,2002,E,RE,
SB0000036976,190,632,0,2878,E,CN,
SB0000101455,147,729,0,3056,E,SI,
SB0000112906,194,686,0,3551,E,CO,
SB0000058713,131,727,0,2636,E,SI,
SB0000078621,107,759,0,3498,N,SI,
SB0000123440,167,520,0,3782,E,TO,
SB0000112998,234,520,0,1851,SE,TO,
SB0000141698,95,520,0,1192,N,TO,
SB0000099049,541,736,0,2952,,SI,
SB0000127171,182,520,0,228,E,TO,
SB0000131689,83,641,0,2631,N,CN,
SB0000016641,182,520,0,3744,E,TO,
SB0000030478,119,658,0,2967,N,CO,
SB0000037876,24,520,0,7480,W,TO,
SB0000109255,115,666,0,2524,N,CO,
SB0000105900,234,711,0,2170,SE,CO,
SB0000040675,95,758,0,3941,N,SI,
SB0000099415,155,747,0,3838,E,SI,
SB0000023537,167,676,0,3454,E,CO,
SB0000062250,147,730,0,2701,E,,
SB0000044285,167,523,0,3888,E,TO,
SB0000137398,167,568,0,2720,E,RE,
SB0000073324,75,639,0,3041,N,CN,
SB0000114945,60,755,0,3587,W,SI,
SB0000033087,28,740,0,3365,W,SI,
SB0000019985,159,757,0,3870,E,SI,
SB0000126663,163,625,0,2971,E,CN,
SB0000045270,135,720,0,2436,E,CO,
SB0000065589,63,743,0,2878,W,SI,
SB0000120306,151,520,0,2889,E,TO,
SB0000098175,20,760,0,3621,W,SI,
SB0000039033,32,713,0,3543,W,CO,
SB0000074239,194,642,0,4083,E,CN,
SB0000059471,87,706,0,4083,N,CO,
SB0000128725,131,677,0,3238,E,CO,
SB0000045265,218,758,0,,SE,SI,
SB0000038650,210,668,0,3852,SE,CO,
SB0000087932,182,712,0,104,E,CO,
SB0000119012,56,520,0,2842,W,TO,
SB0000133027,123,520,0,3754,E,TO,
SB0000068353,135,684,0,1816,E,,
SB0000150623,175,758,0,2843,E,SI,
SB0000128061,238,759,0,3325,SE,SI,
SB0000125406,171,520,0,-132,E,TO,
SB0000150270,151,680,0,3188,E,CO,
SB0000098660,103,596,0,3230,N,RE,
SB0000141533,206,656,0,3971,SE,CO,
SB0000051191,210,725,0,3888,SE,SI,
SB0000089991,56,690,0,3912,W,CO,
SB0000021832,230,716,0,3926,SE,CO,
SB0000091368,119,598,0,3711,N,RE,
SB0000038826,,746,0,3817,E,SI,
SB0000025733,135,717,0,2082,E,CO,
SB0000051535,67,730,0,3825,W,SI,
SB0000089184,151,737,0,2524,E,SI,
SB0000047916,95,687,0,1621,N,CO,
SB0000057108,115,731,0,3321,N,SI,
SB0000130059,135,619,0,9639,E,CN,
SB0000111862,,690,0,3997,W,,
SB0000049640,218,520,0,-63,SE,TO,
SB0000047867,119,520,0,3003,N,TO,
SB0000057385,139,640,0,2524,E,CN,
SB0000094226,179,725,0,1639,E,SI,
SB0000096040,107,686,0,2666,N,CO,
SB0000015922,107,652,0,3085,N,CN,
SB0000135125,32,707,0,4012,W,CO,
SB0000133078,71,640,0,7673,W,,
SB0000022661,63,731,0,3799,W,SI,
SB0000099683,179,653,0,3303,E,CO,
SB0000029786,99,707,0,3029,N,CO,
SB0000126911,60,620,0,3427,W,CN,
SB0000041520,143,680,0,2524,E,CO,
SB0000073798,24,582,0,3717,W,,
SB0000106595,60,709,0,2931,W,CO,
SB0000022108,36,520,0,3439,W,TO,
SB0000053085,131,625,0,593,E,CN,
SB0000040213,175,716,0,3498,E,CO,
SB0000028724,163,687,0,3203,E,CO,
SB0000019664,107,671,0,2153,N,CO,
SB0000074677,194,698,0,3328,,CO,
SB0000139128,151,709,0,3062,E,CO,
SB0000135785,67,727,0,3351,W,SI,
SB0000119106,127,669,0,,E,CO,
SB0000031177,198,671,0,3993,E,CO,
SB0000107358,139,681,0,2728,,CO,
SB0000145909,159,520,0,3064,E,TO,
SB0000092712,119,710,0,3587,N,CO,
SB0000016814,167,589,0,3764,E,RE,
SB0000035542,71,738,0,-132,W,SI,
SB0000020802,115,693,0,2985,N,CO,
SB0000039504,79,619,0,3941,N,,
SB0000059900,36,686,0,3711,W,CO,
SB0000016363,123,685,0,3607,E,CO,
SB0000020186,175,520,0,3399,E,TO,
SB0000035667,52,760,0,3779,W,SI,
SB0000112154,175,745,0,3138,E,SI,
SB0000065602,143,693,0,2471,E,CO,
SB0000101145,83,686,0,3622,N,CO,
SB0000016788,198,634,0,2923,E,CN,
SB0000138056,75,667,0,3658,N,CO,
SB0000051500,175,705,0,3138,E,CO,
SB0000092817,,520,0,1583,E,TO,
SB0000052535,159,700,0,3463,E,CO,
SB0000125249,123,520,0,3960,E,TO,
SB0000073884,139,726,0,1524,E,SI,
SB0000086432,190,715,0,3056,E,CO,
SB0000030143,135,642,0,3729,E,CN,
SB0000092225,182,723,0,-26,E,CO,
SB0000090696,67,721,0,3162,W,CO,
SB0000074192,163,520,0,3986,E,TO,
SB0000033463,40,691,0,3584,W,CO,
SB0000139541,175,756,0,3587,E,SI,
SB0000097777,159,520,0,2882,,TO,
SB0000107066,179,655,0,1167,E,CO,
SB0000077883,214,721,0,3197,SE,CO,
SB0000141953,36,744,0,3675,W,SI,
SB0000034246,143,520,0,2175,E,TO,
SB0000131327,155,692,0,2228,E,CO,
SB0000146566,67,759,0,3941,W,SI,
SB0000058481,246,693,0,3870,,CO,
SB0000110722,167,717,0,2549,E,CO,
SB0000036482,111,714,0,3056,N,CO,
SB0000054921,159,671,0,2001,E,CO,
SB0000049997,71,703,0,2878,W,CO,
SB0000105978,179,709,0,1373,E,CO,
SB0000029047,127,520,0,4092,E,TO,
SB0000028725,587,724,0,1993,E,CO,
SB0000058113,127,520,0,3526,E,TO,
SB0000125887,131,727,0,1877,E,SI,
SB0000089325,202,631,0,3980,SE,CN,
SB0000030553,91,699,0,3233,N,CO,
SB0000070817,179,698,0,4074,E,CO,
SB0000109567,167,520,0,2736,E,TO,
SB0000093516,179,651,0,10415,E,CN,
SB0000101732,167,726,0,2763,E,SI,
SB0000124292,56,663,0,3534,W,CO,
SB0000140920,155,716,0,1536,E,CO,
SB0000039636,155,615,0,3681,E,RE,
SB0000018089,20,760,0,3556,W,SI,
SB0000069678,79,708,0,2471,N,,
SB0000149542,127,612,0,3140,E,RE,
SB0000115161,71,595,0,3788,W,RE,
SB0000131208,131,575,0,3754,E,RE,
SB0000070211,163,520,0,2158,E,TO,
SB0000047117,75,658,0,3056,N,CO,
SB0000083352,155,725,0,3233,E,SI,
SB0000147215,143,699,0,2249,E,CO,
SB0000090825,155,609,0,3869,E,RE,
SB0000141872,56,692,0,3675,W,CO,
SB0000067710,119,688,0,3577,N,CO,
SB0000134697,107,693,0,2020,N,CO,
SB0000032361,127,684,0,1639,E,CO,
SB0000027770,143,621,0,3498,E,CN,
SB0000112896,143,737,0,-132,E,SI,
SB0000099568,167,520,0,3203,E,TO,
SB0000127756,115,669,0,2876,N,CO,
SB0000020195,234,750,0,3636,SE,SI,
SB0000046856,167,758,0,3312,E,SI,
SB0000142340,123,674,0,1618,E,CO,
SB0000109924,182,744,0,3356,E,SI,
SB0000064266,143,520,0,81,E,TO,
SB0000147835,75,759,0,3764,N,SI,
SB0000101831,56,714,0,3498,W,CO,
SB0000040466,95,682,0,2908,N,CO,
SB0000090196,103,648,0,3790,N,CN,
SB0000095236,48,746,0,2914,W,SI,
SB0000143038,56,724,0,,W,SI,
SB0000017548,246,759,0,4012,SE,SI,
SB0000140902,,680,0,2927,W,CO,
SB0000020423,119,520,0,3002,N,TO,
SB0000079204,182,520,0,2239,E,TO,
SB0000115877,147,689,0,3351,E,CO,
SB0000039992,44,728,0,3666,,SI,
SB0000039301,115,644,0,2082,N,CN,
SB0000101578,214,744,0,3587,SE,SI,
SB0000076389,615,655,0,3440,W,CO,
SB0000099689,182,718,0,2471,E,CO,
SB0000044107,87,670,0,3616,,CO,
SB0000033360,,760,0,2524,N,SI,
SB0000051890,52,694,0,3926,W,CO,
SB0000017134,163,690,0,3230,E,CO,
SB0000053125,163,658,0,4012,E,CO,
SB0000112398,103,760,0,3906,N,SI,
SB0000127219,91,697,0,3321,N,CO,
SB0000134657,83,520,0,854,N,TO,
SB0000059379,71,694,0,2082,W,CO,
SB0000035573,119,645,0,3328,N,CN,
SB0000101273,95,709,0,2613,N,CO,
SB0000076383,234,520,0,1805,SE,TO,
SB0000037031,194,520,0,3490,E,TO,
SB0000149917,,662,0,3622,E,CO,
SB0000139694,56,618,0,3410,W,CN,
SB0000065998,151,684,0,2303,E,CO,
SB0000120497,60,703,0,4083,W,CO,
SB0000125083,79,520,0,2731,N,TO,
SB0000080162,87,600,0,2886,N,RE,
SB0000056645,171,760,0,2704,E,SI,
SB0000103411,,520,0,10172,SE,TO,
SB0000048248,107,559,0,3215,N,RE,
SB0000082472,32,754,0,4083,W,,
SB0000089229,28,520,0,733,W,TO,
SB0000128333,127,691,0,2642,E,CO,
SB0000018827,186,614,0,3484,,RE,
SB0000024986,186,696,0,2147,E,CO,
SB0000061184,95,683,0,3779,N,CO,
SB0000143285,179,657,0,3056,E,CO,
SB0000026413,151,744,0,3705,E,SI,
SB0000020368,79,520,0,2819,N,TO,
SB0000126381,246,520,0,1388,SE,TO,
SB0000022298,198,520,0,2767,E,TO,
SB0000024916,143,678,0,3534,E,CO,
SB0000078297,127,690,0,3534,E,CO,
SB0000125701,123,706,0,3262,E,CO,
SB0000043164,202,674,0,3233,SE,CO,
SB0000129694,87,651,0,3041,N,CN,
SB0000036870,214,708,0,1004,SE,CO,
SB0000126150,44,760,0,3675,W,SI,
SB0000131300,79,520,0,2862,N,TO,
SB0000014030,83,750,0,3757,N,SI,
SB0000088326,123,668,0,1816,E,CO,
SB0000082758,179,671,0,3410,E,CO,
SB0000136453,79,683,0,3674,N,CO,
SB0000113830,63,741,0,2967,W,SI,
SB0000134215,103,678,0,3368,N,CO,
SB0000129944,194,702,0,4029,E,CO,
SB0000117133,131,736,0,3233,E,SI,
SB0000051996,111,642,0,3181,N,,
SB0000068814,163,613,0,3129,E,RE,
SB0000085996,163,714,0,1462,E,CO,
SB0000145836,246,520,0,3951,SE,TO,
SB0000045962,67,610,0,3144,W,RE,
SB0000104304,123,674,0,2524,E,CO,
SB0000029217,151,668,0,3115,E,CO,
SB0000055348,60,520,0,2131,W,TO,
SB0000094101,107,725,0,2701,N,SI,
SB0000109076,103,520,0,2819,N,TO,
SB0000123957,179,683,0,3799,E,CO,
SB0000050498,16,712,0,4029,W,CO,
SB0000084713,182,656,0,3580,E,CO,
SB0000081676,175,756,0,-132,E,SI,
SB0000072891,107,659,0,2967,N,CO,
SB0000022813,119,605,0,2613,N,RE,
SB0000060187,175,520,0,3152,E,TO,
SB0000016796,234,715,0,3262,SE,CO,
SB0000115207,234,694,0,3542,SE,CO,
SB0000039230,218,760,0,3281,SE,SI,
SB0000083014,210,612,0,3525,SE,RE,
SB0000066030,36,743,0,3056,W,SI,
SB0000013398,139,738,0,3852,E,SI,
SB0000047322,190,760,0,4029,E,SI,
SB0000057569,246,760,0,3115,SE,SI,
SB0000063339,115,661,0,3364,N,CO,
SB0000074413,226,759,0,3380,SE,SI,
