"Label","age","default","balance","housing","loan","day","month","duration","campaign","pdays","previous"
"0",42,0,56,1,0,5,5,215,1,-1,0
"0",38,0,-390,1,0,5,5,287,1,-1,0
"0",53,0,330,1,0,5,5,216,2,-1,0
"0",59,0,195,0,0,5,5,366,2,-1,0
"0",36,0,301,1,0,5,5,210,1,-1,0
"0",54,0,-41,1,0,5,5,288,1,-1,0
"0",40,0,483,1,0,5,5,168,1,-1,0
"0",47,0,28,0,0,5,5,338,2,-1,0
"0",53,0,13,0,0,5,5,410,3,-1,0
"0",46,0,965,0,0,5,5,177,1,-1,0
"0",39,0,378,1,1,5,5,127,2,-1,0
"0",40,0,219,1,0,5,5,357,1,-1,0
"0",28,0,324,1,0,5,5,175,1,-1,0
"0",35,0,-69,1,0,5,5,300,1,-1,0
"0",55,0,0,0,1,5,5,136,1,-1,0
"0",43,0,205,1,0,5,5,1419,1,-1,0
"0",48,0,278,1,0,5,5,125,2,-1,0
"0",58,0,1065,1,0,5,5,213,3,-1,0
"0",33,0,34,1,0,5,5,27,1,-1,0
"0",36,0,1033,0,0,5,5,238,2,-1,0
"0",53,0,1467,1,0,5,5,124,1,-1,0
"0",47,0,-12,1,0,5,5,18,1,-1,0
"0",31,0,388,1,0,5,5,730,2,-1,0
"0",57,0,294,1,0,5,5,746,2,-1,0
"0",53,0,1827,0,0,5,5,121,1,-1,0
"0",55,0,627,1,0,5,5,247,1,-1,0
"0",45,0,25,1,0,5,5,40,1,-1,0
"0",53,0,315,1,0,5,5,181,2,-1,0
"0",37,0,0,1,0,5,5,79,1,-1,0
"0",44,0,66,1,0,5,5,206,1,-1,0
"0",49,0,-9,1,1,5,5,389,1,-1,0
"0",46,0,349,1,1,5,5,127,1,-1,0
"0",43,0,100,1,0,5,5,702,1,-1,0
"0",38,0,0,0,0,5,5,151,1,-1,0
"0",43,0,434,1,0,5,5,117,1,-1,0
"0",49,0,3237,1,0,5,5,232,3,-1,0
"0",42,0,275,0,0,5,5,408,2,-1,0
"0",22,0,0,1,0,5,5,179,2,-1,0
"0",40,0,207,1,0,5,5,39,1,-1,0
"0",39,0,483,1,0,5,5,282,1,-1,0
"0",51,0,2248,1,0,5,5,714,2,-1,0
"0",49,0,428,1,0,5,5,50,1,-1,0
"0",53,0,0,1,1,5,5,181,1,-1,0
"0",34,0,0,1,0,5,5,142,1,-1,0
"0",33,0,140,1,0,5,5,227,1,-1,0
"0",50,0,297,1,0,5,5,119,1,-1,0
"0",39,0,279,1,0,5,5,361,1,-1,0
"0",59,0,901,1,0,5,5,73,3,-1,0
"0",30,0,2573,1,0,5,5,67,2,-1,0
"0",36,0,143,1,1,5,5,350,1,-1,0
"0",40,0,475,1,0,5,5,332,2,-1,0
"0",53,0,70,1,0,5,5,611,2,-1,0
"0",34,0,318,1,0,5,5,113,2,-1,0
"0",37,0,275,1,0,5,5,132,1,-1,0
"0",42,0,742,1,0,5,5,58,3,-1,0
"0",41,0,236,1,0,5,5,151,1,-1,0
"0",30,0,25,1,0,5,5,89,2,-1,0
"0",37,0,600,1,0,5,5,152,1,-1,0
"0",39,0,-349,1,0,5,5,611,2,-1,0
"0",41,0,183,1,1,5,5,110,2,-1,0
"0",40,0,0,1,0,5,5,463,1,-1,0
"1",42,0,0,1,1,5,5,562,2,-1,0
"0",40,0,0,1,0,5,5,962,1,-1,0
"0",57,0,1078,1,0,5,5,10,4,-1,0
"0",56,0,155,0,0,5,5,118,3,-1,0
"0",37,0,190,1,0,5,5,92,2,-1,0
"0",59,0,319,1,0,5,5,143,3,-1,0
"0",39,0,-185,1,0,5,5,189,3,-1,0
"0",49,0,47,0,0,5,5,234,2,-1,0
"0",38,0,570,1,0,5,5,75,2,-1,0
"0",36,0,19,0,0,5,5,189,2,-1,0
"0",50,0,61,1,0,5,5,621,3,-1,0
"0",41,0,-62,1,1,5,5,55,2,-1,0
"0",54,0,258,0,0,5,5,310,4,-1,0
"0",58,0,76,1,0,5,5,156,2,-1,0
"0",30,0,0,1,0,5,5,5,2,-1,0
"0",33,0,352,1,0,5,5,225,2,-1,0
"0",47,0,368,1,0,5,5,125,2,-1,0
"0",50,0,339,1,0,5,5,2,3,-1,0
"0",32,0,1331,1,0,5,5,286,2,-1,0
"0",40,0,672,1,0,5,5,164,2,-1,0
"0",37,0,58,1,0,5,5,98,2,-1,0
"0",54,0,447,1,0,5,5,742,2,-1,0
"0",24,0,423,1,0,5,5,226,3,-1,0
"0",54,0,0,0,0,5,5,120,2,-1,0
"0",34,0,19,1,0,5,5,362,4,-1,0
"0",56,0,13,1,0,5,5,357,2,-1,0
"0",31,0,3,1,0,5,5,200,2,-1,0
"0",24,0,82,1,0,5,5,204,2,-1,0
"0",42,0,28,1,0,5,5,126,3,-1,0
"0",57,0,792,1,0,5,5,65,2,-1,0
"0",42,0,408,1,0,5,5,107,2,-1,0
"0",51,0,531,1,0,5,5,267,2,-1,0
"0",57,0,211,1,0,5,5,248,2,-1,0
"0",36,0,62,1,0,5,5,215,2,-1,0
"0",53,0,257,1,0,5,5,209,2,-1,0
"0",50,0,1234,1,0,5,5,205,2,-1,0
"0",54,0,313,1,0,5,5,83,2,-1,0
"0",55,0,89,1,0,5,5,106,3,-1,0
"0",44,0,129,1,1,5,5,189,2,-1,0
"0",43,0,0,1,0,5,5,105,2,-1,0
"0",56,0,353,1,0,5,5,106,2,-1,0
"0",54,0,851,1,0,5,5,108,2,-1,0
"0",55,0,96,1,1,5,5,311,2,-1,0
"0",37,0,398,1,1,5,5,214,2,-1,0
"0",33,0,193,0,0,5,5,132,2,-1,0
"0",46,0,-358,1,0,5,5,358,2,-1,0
"0",36,0,539,1,1,5,5,453,2,-1,0
"0",51,0,0,1,0,5,5,364,2,-1,0
"0",40,0,0,0,0,5,5,136,2,-1,0
"0",42,0,490,1,0,5,5,386,2,-1,0
"0",51,0,0,1,0,5,5,173,2,-1,0
"0",49,0,403,1,0,5,5,241,2,-1,0
"0",48,0,161,1,0,5,5,224,3,-1,0
"0",32,0,2558,0,0,5,5,148,2,-1,0
"0",31,0,98,1,0,5,5,196,2,-1,0
"0",55,0,115,0,0,5,5,111,4,-1,0
"0",40,0,436,1,0,5,5,231,3,-1,0
"0",47,0,831,1,0,5,5,316,3,-1,0
"0",57,0,206,1,0,5,5,216,3,-1,0
"0",41,0,290,1,0,5,5,240,2,-1,0
"0",48,0,1,0,0,5,5,669,3,-1,0
"0",42,0,57,1,0,5,5,425,2,-1,0
"0",30,0,-457,1,0,5,5,143,2,-1,0
"0",58,0,1387,1,0,5,5,174,5,-1,0
"0",45,0,24598,1,0,5,5,313,3,-1,0
"0",49,0,30,1,0,5,5,135,4,-1,0
"0",42,0,1022,1,0,5,5,146,2,-1,0
"0",53,0,56,1,1,5,5,152,2,-1,0
"0",51,1,-2,0,0,5,5,402,3,-1,0
"0",32,0,121,1,0,5,5,213,2,-1,0
"0",41,0,842,1,0,5,5,144,3,-1,0
"0",43,0,693,1,0,5,5,124,3,-1,0
"0",40,0,-333,1,0,5,5,183,2,-1,0
"0",50,0,1533,1,0,5,5,325,2,-1,0
"0",34,0,46,1,0,5,5,39,4,-1,0
"0",53,0,18,0,0,5,5,503,2,-1,0
"0",45,0,44,1,0,5,5,95,4,-1,0
"0",39,0,-100,1,0,5,5,680,2,-1,0
"0",44,0,510,1,0,5,5,421,4,-1,0
"0",55,0,685,1,0,5,5,174,3,-1,0
"0",46,0,187,1,0,5,5,113,2,-1,0
"0",45,0,66,1,0,5,5,808,2,-1,0
"0",34,0,560,1,0,5,5,198,3,-1,0
"0",36,0,0,1,0,5,5,195,2,-1,0
"0",59,0,27,0,0,5,5,347,3,-1,0
"0",31,0,12,1,0,5,5,208,2,-1,0
"0",44,0,34,1,0,5,5,404,4,-1,0
"0",33,0,1068,1,0,5,5,396,2,-1,0
"0",40,0,211,1,0,5,5,216,4,-1,0
"0",46,0,377,1,0,5,5,98,2,-1,0
"0",48,0,263,1,0,5,5,350,2,-1,0
"0",42,0,1263,1,0,6,5,114,2,-1,0
"0",27,0,8,1,0,6,5,88,3,-1,0
"0",48,0,126,1,1,6,5,379,2,-1,0
"0",59,0,230,1,0,6,5,190,3,-1,0
"0",46,0,841,1,0,6,5,158,1,-1,0
"0",38,0,308,1,0,6,5,102,1,-1,0
"0",43,0,1,1,0,6,5,306,1,-1,0
"0",38,0,86,1,0,6,5,218,1,-1,0
"0",23,0,157,1,0,6,5,54,1,-1,0
"0",34,0,22,1,0,6,5,344,1,-1,0
"0",38,0,46,1,1,6,5,195,1,-1,0
"0",37,0,1293,0,0,6,5,652,1,-1,0
"0",25,0,122,1,0,6,5,286,1,-1,0
"0",48,0,131,1,0,6,5,189,1,-1,0
"0",49,0,143,1,0,6,5,83,1,-1,0
"0",38,0,393,0,0,6,5,184,2,-1,0
"0",43,0,98,1,0,6,5,235,1,-1,0
"0",33,0,0,1,0,6,5,290,1,-1,0
"0",55,0,224,1,0,6,5,232,1,-1,0
"0",38,0,757,1,0,6,5,133,1,-1,0
"0",49,0,245,1,1,6,5,318,1,-1,0
"0",40,0,8486,0,0,6,5,260,3,-1,0
"0",43,0,350,0,0,6,5,437,1,-1,0
"0",38,0,20,1,0,6,5,402,1,-1,0
"0",58,0,1667,1,1,6,5,85,1,-1,0
"0",57,0,345,1,0,6,5,125,1,-1,0
"0",32,0,10,1,0,6,5,501,4,-1,0
"1",56,0,830,1,1,6,5,1201,1,-1,0
"0",58,0,29,1,0,6,5,253,1,-1,0
"1",60,0,545,1,0,6,5,1030,1,-1,0
"0",37,0,8730,1,0,6,5,149,1,-1,0
"0",46,0,477,1,0,6,5,114,1,-1,0
"0",27,0,4,1,0,6,5,243,1,-1,0
"0",43,0,1205,1,0,6,5,769,2,-1,0
"0",32,0,0,1,1,6,5,135,3,-1,0
"0",40,0,263,1,0,6,5,231,1,-1,0
"0",38,0,1,0,0,6,5,76,1,-1,0
"0",34,0,283,0,1,6,5,199,1,-1,0
"0",47,0,206,1,0,6,5,152,1,-1,0
"0",42,0,17,1,0,6,5,124,1,-1,0
"0",48,0,141,1,1,6,5,424,1,-1,0
"0",29,0,16,1,0,6,5,43,1,-1,0
"0",50,0,206,1,0,6,5,154,1,-1,0
"0",52,0,7,0,0,6,5,203,2,-1,0
"0",50,0,0,0,0,6,5,326,1,-1,0
"0",58,0,0,0,0,6,5,393,1,-1,0
"0",46,0,1927,1,0,6,5,241,3,-1,0
"0",38,0,284,1,0,6,5,483,1,-1,0
"0",46,0,1660,1,0,6,5,259,1,-1,0
"0",32,0,406,1,0,6,5,227,1,-1,0
"0",51,0,230,1,0,6,5,673,1,-1,0
"0",39,0,-25,1,0,6,5,576,1,-1,0
"0",48,0,182,1,0,6,5,180,2,-1,0
"0",36,0,1169,1,0,6,5,168,2,-1,0
"0",34,0,67,1,0,6,5,90,1,-1,0
"0",40,0,77,0,0,6,5,505,1,-1,0
"0",43,0,0,1,0,6,5,245,1,-1,0
"0",52,0,55,1,1,6,5,186,1,-1,0
"0",33,1,72,1,0,6,5,623,1,-1,0
"0",49,0,163,1,0,6,5,496,3,-1,0
"0",32,0,151,1,0,6,5,118,1,-1,0
"0",39,0,113,1,0,6,5,342,1,-1,0
"0",40,0,0,1,0,6,5,225,1,-1,0
"0",38,0,9,1,0,6,5,185,3,-1,0
"0",43,0,375,1,0,6,5,196,2,-1,0
"0",39,0,1142,1,0,6,5,276,1,-1,0
"0",54,0,2102,1,0,6,5,76,1,-1,0
"0",38,0,4325,1,0,6,5,87,1,-1,0
"0",40,0,217,1,0,6,5,195,1,-1,0
"0",55,0,131,1,0,6,5,744,1,-1,0
"0",42,0,1680,1,0,6,5,765,1,-1,0
"0",39,0,0,1,0,6,5,262,1,-1,0
"0",40,0,46,1,0,6,5,119,1,-1,0
"0",32,0,320,1,0,6,5,198,2,-1,0
"0",55,0,183,1,0,6,5,150,1,-1,0
"0",45,0,39,0,0,6,5,241,1,-1,0
"0",35,0,560,1,0,6,5,181,1,-1,0
"0",58,0,469,0,0,6,5,196,1,-1,0
"0",35,0,530,1,0,6,5,149,1,-1,0
"0",49,0,61,1,0,6,5,246,1,-1,0
"0",34,0,242,1,0,6,5,112,1,-1,0
"0",36,0,139,1,0,6,5,309,2,-1,0
"0",24,0,0,1,0,6,5,278,1,-1,0
"0",34,0,367,1,0,6,5,140,1,-1,0
"0",51,0,228,1,0,6,5,136,1,-1,0
"1",39,0,45248,1,0,6,5,1623,1,-1,0
"0",50,0,-84,1,0,6,5,101,1,-1,0
"0",32,0,310,1,0,6,5,144,1,-1,0
"0",42,0,132,1,0,6,5,238,1,-1,0
"0",50,0,797,1,0,6,5,354,1,-1,0
"0",40,0,71,0,0,6,5,79,1,-1,0
"0",46,0,2,1,0,6,5,187,1,-1,0
"0",37,0,231,1,1,6,5,451,2,-1,0
"0",34,0,270,1,1,6,5,159,1,-1,0
"0",44,0,274,1,1,6,5,409,1,-1,0
"0",40,0,-109,1,1,6,5,170,1,-1,0
"1",37,0,1,1,0,6,5,608,1,-1,0
"0",33,1,-60,0,0,6,5,243,1,-1,0
"0",35,0,89,1,0,6,5,145,2,-1,0
"0",58,0,-11,0,0,6,5,112,1,-1,0
"0",39,0,0,1,0,6,5,262,2,-1,0
"0",43,0,-509,1,0,6,5,124,1,-1,0
"0",39,0,408,1,0,6,5,53,1,-1,0
"0",36,0,58,1,0,6,5,134,1,-1,0
"0",57,0,1640,0,1,6,5,204,4,-1,0
"0",36,0,20,1,0,6,5,186,1,-1,0
"0",50,0,71,1,0,6,5,678,1,-1,0
"0",55,0,52,1,0,6,5,182,1,-1,0
"0",44,0,292,1,0,6,5,162,1,-1,0
"0",44,0,424,1,0,6,5,27,1,-1,0
"0",39,0,109,1,0,6,5,699,3,-1,0
"0",46,0,1044,1,0,6,5,43,1,-1,0
"0",39,0,983,1,0,6,5,97,1,-1,0
"1",34,0,869,0,0,6,5,1677,1,-1,0
"0",40,0,668,1,0,6,5,283,2,-1,0
"0",50,0,964,1,0,6,5,323,1,-1,0
"0",31,0,301,1,0,6,5,82,1,-1,0
"0",37,0,140,1,0,6,5,310,1,-1,0
"0",39,0,1877,1,0,6,5,185,1,-1,0
"0",51,0,1127,1,0,6,5,47,1,-1,0
"0",41,0,871,1,0,6,5,145,1,-1,0
"0",41,0,767,1,1,6,5,204,1,-1,0
"0",43,0,0,0,0,6,5,187,1,-1,0
"0",30,0,209,1,0,6,5,30,2,-1,0
"0",54,0,0,0,0,6,5,472,1,-1,0
"0",43,0,110,1,1,6,5,448,1,-1,0
"0",59,0,-76,1,1,6,5,264,1,-1,0
"0",47,0,178,1,0,6,5,169,1,-1,0
"0",40,0,-66,1,0,6,5,288,1,-1,0
"0",32,0,0,1,0,6,5,176,2,-1,0
"0",29,0,1,1,0,6,5,215,1,-1,0
"0",36,0,0,1,0,6,5,337,1,-1,0
"0",55,0,5345,0,0,6,5,278,1,-1,0
"0",30,0,-209,1,0,6,5,188,2,-1,0
"0",39,0,0,1,0,6,5,174,2,-1,0
"0",39,0,42,1,0,6,5,226,2,-1,0
"0",50,0,41,1,0,6,5,190,1,-1,0
"0",44,0,-99,1,0,6,5,111,2,-1,0
"0",37,0,17,1,0,6,5,164,1,-1,0
"0",46,0,276,1,1,6,5,157,2,-1,0
"0",32,0,-170,0,0,6,5,46,1,-1,0
"0",37,0,230,1,1,6,5,374,1,-1,0
"0",29,0,9,1,0,6,5,349,1,-1,0
"0",41,0,946,1,0,6,5,325,1,-1,0
"0",45,0,1297,1,0,6,5,233,2,-1,0
"0",57,0,-331,1,0,6,5,531,1,-1,0
"0",48,0,44,1,0,6,5,153,1,-1,0
"0",60,1,15,0,0,6,5,80,1,-1,0
"0",26,0,712,1,0,6,5,232,1,-1,0
"0",58,0,5435,1,0,6,5,118,1,-1,0
"0",34,0,507,1,0,6,5,190,1,-1,0
"1",55,0,387,1,0,6,5,918,1,-1,0
"0",41,0,0,1,1,6,5,238,1,-1,0
"0",50,0,1716,1,0,6,5,82,1,-1,0
"0",49,0,167,1,1,6,5,198,3,-1,0
"0",44,0,40,0,1,6,5,160,2,-1,0
"0",44,0,148,1,0,6,5,211,1,-1,0
"0",31,0,17,1,1,6,5,120,1,-1,0
"0",34,0,1011,1,0,6,5,136,1,-1,0
"0",46,0,1527,1,0,6,5,269,1,-1,0
"0",42,0,744,0,0,6,5,157,1,-1,0
"0",52,0,484,1,0,6,5,128,1,-1,0
"0",29,0,0,1,0,6,5,211,1,-1,0
"0",53,0,136,1,0,6,5,267,2,-1,0
"0",43,0,1335,1,0,6,5,371,2,-1,0
"0",38,0,517,1,0,6,5,288,2,-1,0
"0",46,0,459,1,0,6,5,221,1,-1,0
"0",48,0,549,1,0,6,5,427,1,-1,0
"0",30,0,83,1,1,6,5,310,1,-1,0
